fr.geocites.gugus.balance.Bonus,fr.geocites.gugus.transaction.FixedCostTransaction,fr.geocites.marius.SubSurfaceResources,fr.geocites.marius.DoubleRedistribution,fr.geocites.gugus.urbanisation.UrbanTransition,fr.geocites.marius.From1959To1989,fr.geocites.marius.From1989To2010,economicMultiplier,populationToWealthExponent,sizeEffectOnSupply,sizeEffectOnDemand,wealthToPopulationExponent,distanceDecay,bonusMultiplier,fixedCost,oilAndGazEffect,coalEffect,territorialTaxes,capitalShareOfTaxes,ruralMultiplier,modelId,distribution,dead,overflow
true,false,true,false,false,true,false,0.5819683218842961,1.1196354106268054,1.0228507169027132,1.0,0.8049971948950381,0.0,0.04143985656334314,33.38785845267123,-0.0025592951051462975,-0.013570068203013985,0.0,0.22812658218619905,0.009457237362445983,14,0.015787961391548613,0.0,0.0
false,true,false,false,true,true,false,0.012881454340959733,1.588158322232026,1.0332175389914715,1.2980140800861983,0.15332855700194314,0.01555787760473947,0.0,0.3571179465925295,0.5965959099228639,1.0,0.6417426716913656,0.17055711199132592,0.033308966651702396,24,0.013981466856113931,0.0,0.0
false,true,false,true,true,false,true,0.5440687062243093,1.0486265778542423,1.0063022543015647,1.000080234627922,0.7099822503200768,0.3888984080458943,3.7849095339059584,85.53076389008417,0.5399069935437186,0.9422851774162333,0.06925133773710748,0.1645517659495791,0.0037880210624755785,49,0.0046172141311815245,0.0,0.0
false,true,true,false,true,true,false,0.2094133100320285,1.0,1.0055065232387768,1.0000665963158208,0.4636295740575296,2.0449949355437274,0.0,0.0,0.0021912312520453447,-0.008991319733633318,0.30233159670569787,0.0,0.03539799726104983,46,0.014327780521461542,0.0,0.0
true,false,false,true,false,true,false,0.43341734992558223,1.0153801902183721,1.0632705006544465,1.003515625,0.6409581554062954,0.008557397648026207,0.1691238040066157,100.0,-0.03073943454718253,-0.8979900126613198,0.02182120164740492,0.8602147361044159,0.3401929018349396,16,0.014139394313807403,0.0,0.0
false,true,true,false,false,true,false,0.3382867558155066,1.214089743661975,1.006258652877134,1.053479909599558,0.5225849216257729,0.0,0.11743833146976021,0.0,0.030607896810617152,0.0020729494531881443,0.5497043549111535,0.055304199829262955,0.39417721695484786,20,0.022395307814476993,0.0,0.0
true,true,false,true,false,false,true,0.6057701608187324,1.0401427223068735,1.0069685907672632,1.0,0.7468936948383342,0.3427989089428223,0.0,95.74974129393095,0.8029719196911125,0.04550785367317656,0.10186473568591208,0.10162594731660636,0.5204975228724792,35,0.004651776473925546,0.0,0.0
false,true,false,true,false,false,true,0.561818131575241,1.0420749937430642,1.0093231439613852,1.0,0.7574546849023028,0.3612865961801353,40.66431157116831,91.84561539759669,0.99951171875,-0.5327029230833693,0.08181862191761201,0.10422130523831204,0.5259315969734436,23,0.004651816537732014,0.0,0.0
true,false,false,false,false,true,false,0.3281246908890337,1.092347482337944,1.0011650188515715,1.0019422424555755,1.154880774103932,0.6954716822056694,0.004639787849188656,100.0,0.9998898556661195,0.3606796705261224,0.0,0.8422916258243393,0.06913448448512426,2,0.01432874333488501,0.0,0.0
false,true,false,true,true,false,true,0.5727487391782893,1.0411487463442137,1.0055285173181683,1.0006355520600303,0.7308999643138697,0.40104092031236555,11.190200557022113,90.5302367121692,0.0497941458210549,0.1730931311484718,0.06761289112483974,0.16089318066910224,0.005372066913584239,49,0.0046172197415116755,0.0,0.0
